Concat,ZScore_Index,MaxMin_Index,0Percent,Concat2,Indexish,ZScore_Index,MaxMin_Index,NAPercent,GTAP_Region,CLUM_category,year
2007SwitzerlandHousing,0,0,0,2004Rest of South AsiaHousing,88,NA,NA,100,Rest of South Asia,Housing,2004
2007SwitzerlandPersonal Transportation,-0.020532303,0.431792932,0,2004Rest of South AsiaPersonal Transportation,136,-5.717977875,0.350170159,33.33333333,Rest of South Asia,Personal Transportation,2004
2007SwitzerlandGoods,0,0,0,2004Rest of South AsiaServices,112,0.455185687,0.402096628,62.17150387,Rest of South Asia,Services,2004
2007SwitzerlandServices,0.961158319,0.75418049,25,2007Rest of South AsiaFood,160,-0.216375774,0.169107681,0.525593806,Rest of South Asia,Food,2007
2007SwitzerlandGross Fixed Capital Formation,0,0,0,2007Rest of South AsiaGoods,184,NA,NA,NA,Rest of South Asia,Goods,2007
2007SwitzerlandGovernment,0.623829153,0.415492863,9.090909091,2007Rest of South AsiaGovernment,208,-0.891779646,0.221572011,35.64691753,Rest of South Asia,Government,2007
2007NorwayFood,-0.018168392,0.232775012,20,2007Rest of South AsiaHousing,232,NA,NA,100,Rest of South Asia,Housing,2007
2007NorwayHousing,0.501853746,0.768848253,0,2007Rest of South AsiaPersonal Transportation,280,-4.034536465,0.503272435,32.45734365,Rest of South Asia,Personal Transportation,2007
2007NorwayPersonal Transportation,0.311442294,0.881030198,33.33333333,2007Rest of South AsiaServices,256,-0.056869564,0.326078203,49.67150387,Rest of South Asia,Services,2007
2007NorwayGoods,0,0,0,2011Rest of South AsiaFood,304,-0.192978564,0.170744843,0.525593806,Rest of South Asia,Food,2011
2007NorwayServices,1.069962098,0.752424477,25,2011Rest of South AsiaGoods,328,NA,NA,NA,Rest of South Asia,Goods,2011
2007NorwayGross Fixed Capital Formation,0,0,0,2011Rest of South AsiaGovernment,352,-0.587092205,0.198409794,0,Rest of South Asia,Government,2011
2007NorwayGovernment,0.680772247,0.416643616,9.090909091,2011Rest of South AsiaHousing,376,NA,NA,100,Rest of South Asia,Housing,2011
2007Rest of EFTAFood,0,0,0,2011Rest of South AsiaPersonal Transportation,424,-1.579708751,0.300555634,0,Rest of South Asia,Personal Transportation,2011
2007Rest of EFTAHousing,0,0,0,2011Rest of South AsiaServices,400,-0.176798718,0.324287667,48.68601549,Rest of South Asia,Services,2011
2007Rest of EFTAPersonal Transportation,0,0,0,2004Rest of Southeast AsiaFood,17,-0.376041592,0.156922946,0.380898483,Rest of Southeast Asia,Food,2004
2007Rest of EFTAGoods,0,0,0,2004Rest of Southeast AsiaGoods,41,NA,NA,NA,Rest of Southeast Asia,Goods,2004
2007Rest of EFTAServices,0,0,0,2004Rest of Southeast AsiaGovernment,65,-0.135052102,0.268110522,36.36363636,Rest of Southeast Asia,Government,2004
2007Rest of EFTAGross Fixed Capital Formation,0,0,0,2004Rest of Southeast AsiaHousing,89,NA,NA,100,Rest of Southeast Asia,Housing,2004
2007Rest of EFTAGovernment,0,0,0,2004Rest of Southeast AsiaPersonal Transportation,137,-0.05749499,0.437036767,0.634830806,Rest of Southeast Asia,Personal Transportation,2004
2007AlbaniaFood,-0.011268907,0.233621079,20,2004Rest of Southeast AsiaServices,113,-0.625819251,0.383180671,37.5,Rest of Southeast Asia,Services,2004
2007AlbaniaHousing,-0.062513521,0.603108114,0,2007Rest of Southeast AsiaFood,161,0.042035461,0.192839581,0.380898483,Rest of Southeast Asia,Food,2007
2007AlbaniaPersonal Transportation,0.014433354,0.435126905,0,2007Rest of Southeast AsiaGoods,185,NA,NA,NA,Rest of Southeast Asia,Goods,2007
2007AlbaniaGoods,0,0,0,2007Rest of Southeast AsiaGovernment,209,-0.209880125,0.141739918,45.1082741,Rest of Southeast Asia,Government,2007
2007AlbaniaServices,-0.15959666,0.390699582,25,2007Rest of Southeast AsiaHousing,233,NA,NA,100,Rest of Southeast Asia,Housing,2007
2007AlbaniaGross Fixed Capital Formation,0,0,0,2007Rest of Southeast AsiaPersonal Transportation,281,-0.146712328,0.000596661,34.60299494,Rest of Southeast Asia,Personal Transportation,2007
2007AlbaniaGovernment,-0.134585061,0.254029735,0,2007Rest of Southeast AsiaServices,257,-0.585854461,0.303558796,13.21418466,Rest of Southeast Asia,Services,2007
2007BulgariaFood,-0.673262381,0.175756406,20,2011Rest of Southeast AsiaFood,305,0.297453217,0.214361291,0.380898483,Rest of Southeast Asia,Food,2011
2007BulgariaHousing,0.173097326,0.672300955,0,2011Rest of Southeast AsiaGoods,329,NA,NA,NA,Rest of Southeast Asia,Goods,2011
2007BulgariaPersonal Transportation,-0.051173693,0.429571605,0,2011Rest of Southeast AsiaGovernment,353,-0.486128469,0.132251474,18.00868251,Rest of Southeast Asia,Government,2011
2007BulgariaGoods,0,0,0,2011Rest of Southeast AsiaHousing,377,NA,NA,100,Rest of Southeast Asia,Housing,2011
2007BulgariaServices,0.676564821,0.595957428,0,2011Rest of Southeast AsiaPersonal Transportation,425,-0.142033469,0.017030697,33.33333333,Rest of Southeast Asia,Personal Transportation,2011
2007BulgariaGross Fixed Capital Formation,0,0,0,2011Rest of Southeast AsiaServices,401,-0.865090489,0.142731287,49.28581534,Rest of Southeast Asia,Services,2011
2007BulgariaGovernment,-0.055606828,0.306865492,9.090909091,2004Rest of Western AfricaFood,18,-0.594313836,0.152193661,6.52893551,Rest of Western Africa,Food,2004
2007BelarusFood,0.050182118,0.237227044,20,2004Rest of Western AfricaGoods,42,NA,NA,NA,Rest of Western Africa,Goods,2004
2007BelarusHousing,0.630818741,0.806721953,0,2004Rest of Western AfricaGovernment,66,-0.6588816,0.144253773,13.13591572,Rest of Western Africa,Government,2004
2007BelarusPersonal Transportation,-0.153314048,0.000123536,33.33333333,2004Rest of Western AfricaHousing,90,-1.937464248,0.052483346,67.41748626,Rest of Western Africa,Housing,2004
2007BelarusGoods,0,0,0,2004Rest of Western AfricaPersonal Transportation,138,-2.10559891,0.512173947,40.42723784,Rest of Western Africa,Personal Transportation,2004
2007BelarusServices,0.750687366,0.603964895,0,2004Rest of Western AfricaServices,114,-0.811406639,0.387222261,25.08018086,Rest of Western Africa,Services,2004
2007BelarusGross Fixed Capital Formation,0,0,0,2007Rest of Western AfricaFood,162,-0.23838733,0.182489428,6.52893551,Rest of Western Africa,Food,2007
2007BelarusGovernment,0.259131683,0.244616915,9.090909091,2007Rest of Western AfricaGoods,186,NA,NA,NA,Rest of Western Africa,Goods,2007
2007CroatiaFood,0.250147148,0.256017728,20,2007Rest of Western AfricaGovernment,210,-0.444728249,0.181385916,15.41742681,Rest of Western Africa,Government,2007
2007CroatiaHousing,-0.079130305,0.598228192,0,2007Rest of Western AfricaHousing,234,-1.90923502,0.060773544,67.41748626,Rest of Western Africa,Housing,2007
2007CroatiaPersonal Transportation,0.241098963,0.454210581,0,2007Rest of Western AfricaPersonal Transportation,282,-1.809439062,0.499086919,42.98857699,Rest of Western Africa,Personal Transportation,2007
2007CroatiaGoods,0,0,0,2007Rest of Western AfricaServices,258,-0.85354138,0.322676033,17.22363549,Rest of Western Africa,Services,2007
2007CroatiaServices,0.607747338,0.59341585,0,2011Rest of Western AfricaFood,306,0.259445307,0.224431744,6.52893551,Rest of Western Africa,Food,2011
2007CroatiaGross Fixed Capital Formation,0,0,0,2011Rest of Western AfricaGoods,330,NA,NA,NA,Rest of Western Africa,Goods,2011
2007CroatiaGovernment,0.053817402,0.290265881,0,2011Rest of Western AfricaGovernment,354,-0.212911378,0.212514197,6.052748361,Rest of Western Africa,Government,2011
2007RomaniaFood,-0.77520288,0.165705017,20,2011Rest of Western AfricaHousing,378,-1.86965027,0.072398566,67.41748626,Rest of Western Africa,Housing,2011
2007RomaniaHousing,0,0,0,2011Rest of Western AfricaPersonal Transportation,426,-0.745421974,0.390603656,7.416750307,Rest of Western Africa,Personal Transportation,2011
2007RomaniaPersonal Transportation,0.101262658,0.442365282,0,2011Rest of Western AfricaServices,402,-0.912923506,0.312589305,12.15075366,Rest of Western Africa,Services,2011
2007RomaniaGoods,0,0,0,2004Rest of Western AsiaFood,19,-0.483526123,0.15602153,5.213928923,Rest of Western Asia,Food,2004
2007RomaniaServices,0.379740899,0.480905925,12.5,2004Rest of Western AsiaGoods,43,NA,NA,NA,Rest of Western Asia,Goods,2004
2007RomaniaGross Fixed Capital Formation,0,0,0,2004Rest of Western AsiaGovernment,67,-0.547262778,0.233723769,25.02641642,Rest of Western Asia,Government,2004
2007RomaniaGovernment,-0.158562673,0.276726976,9.090909091,2004Rest of Western AsiaHousing,91,-1.368828145,0.219477133,55.47280483,Rest of Western Asia,Housing,2004
2007Russian FederationFood,-0.129772279,0.221298941,20,2004Rest of Western AsiaPersonal Transportation,139,-1.297657626,0.48780591,12.94269558,Rest of Western Asia,Personal Transportation,2004
2007Russian FederationHousing,0,0,0,2004Rest of Western AsiaServices,115,-0.245647119,0.466539239,20.31651732,Rest of Western Asia,Services,2004
2007Russian FederationPersonal Transportation,0.127997142,0.44366069,0,2007Rest of Western AsiaFood,163,-0.331688161,0.169112099,5.213928923,Rest of Western Asia,Food,2007
2007Russian FederationGoods,0,0,0,2007Rest of Western AsiaGoods,187,NA,NA,NA,Rest of Western Asia,Goods,2007
2007Russian FederationServices,0.498621327,0.592501766,12.5,2007Rest of Western AsiaGovernment,211,-0.217719586,0.211701755,12.92378203,Rest of Western Asia,Government,2007
2007Russian FederationGross Fixed Capital Formation,0,0,0,2007Rest of Western AsiaHousing,235,-1.273885558,0.247359327,55.47280483,Rest of Western Asia,Housing,2007
2007Russian FederationGovernment,0.052137367,0.284042816,18.18181818,2007Rest of Western AsiaPersonal Transportation,283,-0.659933744,0.417863791,22.74374898,Rest of Western Asia,Personal Transportation,2007
2007UkraineFood,-0.435856928,0.195476455,20,2007Rest of Western AsiaServices,259,-0.241257981,0.357098965,22.81379653,Rest of Western Asia,Services,2007
2007UkraineHousing,0,0,0,2011Rest of Western AsiaFood,307,-0.1314548,0.186490128,5.213928923,Rest of Western Asia,Food,2011
2007UkrainePersonal Transportation,0.098403899,0.442164409,0,2011Rest of Western AsiaGoods,331,NA,NA,NA,Rest of Western Asia,Goods,2011
2007UkraineGoods,0,0,0,2011Rest of Western AsiaGovernment,355,-0.240645146,0.219406423,22.4036528,Rest of Western Asia,Government,2011
2007UkraineServices,0.432696911,0.551238451,0,2011Rest of Western AsiaHousing,379,-1.14719275,0.284565744,55.47280483,Rest of Western Asia,Housing,2011
2007UkraineGross Fixed Capital Formation,0,0,0,2011Rest of Western AsiaPersonal Transportation,427,-0.405635322,0.236240016,12.94269558,Rest of Western Asia,Personal Transportation,2011
2007UkraineGovernment,0.001831235,0.277439974,0,2011Rest of Western AsiaServices,403,-0.416401494,0.3019333,38.13575542,Rest of Western Asia,Services,2011
2007Rest of Eastern EuropeFood,-0.812639202,0.163274559,20,2004RomaniaFood,700,0.148805299,0.247788048,20,Romania,Food,2004
2007Rest of Eastern EuropeHousing,0,0,100,2004RomaniaGovernment,1033,-0.311496058,0.194617639,18.18181818,Romania,Government,2004
2007Rest of Eastern EuropePersonal Transportation,0.196698133,0.450503361,0,2004RomaniaPersonal Transportation,1699,0.158466534,0.447244952,0,Romania,Personal Transportation,2004
2007Rest of Eastern EuropeGoods,0,0,0,2004RomaniaServices,1366,0.30115168,0.525197388,0,Romania,Services,2004
2007Rest of Eastern EuropeServices,0.50241051,0.562246173,0,2007RomaniaFood,701,-0.77520288,0.165705017,20,Romania,Food,2007
2007Rest of Eastern EuropeGross Fixed Capital Formation,0,0,0,2007RomaniaGovernment,1034,-0.158562673,0.276726976,9.090909091,Romania,Government,2007
2007Rest of Eastern EuropeGovernment,0.182168883,0.294683238,0,2007RomaniaPersonal Transportation,1700,0.101262658,0.442365282,0,Romania,Personal Transportation,2007
2007Rest of EuropeFood,-0.155774849,0.220285388,20,2007RomaniaServices,1367,0.379740899,0.480905925,12.5,Romania,Services,2007
2007Rest of EuropeHousing,-1.223057572,0.262286198,17.01779989,2011RomaniaFood,702,0.006263363,0.235596152,20,Romania,Food,2011
2007Rest of EuropePersonal Transportation,0.173676858,0.470627135,25.82464905,2011RomaniaGovernment,1035,-0.210164567,0.268743326,9.090909091,Romania,Government,2011
2007Rest of EuropeGoods,0,0,0,2011RomaniaPersonal Transportation,1701,0.041371103,0.437290994,0,Romania,Personal Transportation,2011
2007Rest of EuropeServices,0.460036629,0.514842117,13.73773445,2011RomaniaServices,1368,0.468650389,0.571130224,0,Romania,Services,2011
2007Rest of EuropeGross Fixed Capital Formation,0,0,0,2004Russian FederationFood,703,-0.411241997,0.197159836,20,Russian Federation,Food,2004
2007Rest of EuropeGovernment,-0.036940552,0.252608128,6.002344202,2004Russian FederationGovernment,1036,-0.176110899,0.201883542,18.18181818,Russian Federation,Government,2004
2007KazakhstanFood,0.043867385,0.187761848,0,2004Russian FederationPersonal Transportation,1702,-0.025119212,0.009310855,33.33333333,Russian Federation,Personal Transportation,2004
2007KazakhstanHousing,0,0,100,2004Russian FederationServices,1369,0.440763864,0.370557984,50,Russian Federation,Services,2004
2007KazakhstanPersonal Transportation,-0.148553874,0.000464683,33.33333333,2007Russian FederationFood,704,-0.129772279,0.221298941,20,Russian Federation,Food,2007
2007KazakhstanGoods,0,0,0,2007Russian FederationGovernment,1037,0.052137367,0.284042816,18.18181818,Russian Federation,Government,2007
2007KazakhstanServices,0.45808011,0.552120122,0,2007Russian FederationPersonal Transportation,1703,0.127997142,0.44366069,0,Russian Federation,Personal Transportation,2007
2007KazakhstanGross Fixed Capital Formation,0,0,0,2007Russian FederationServices,1370,0.498621327,0.592501766,12.5,Russian Federation,Services,2007
2007KazakhstanGovernment,0.034441089,0.222579269,9.090909091,2011Russian FederationFood,705,0.167747641,0.247030543,20,Russian Federation,Food,2011
2007KyrgyzstanFood,-0.238969013,0.165829882,0,2011Russian FederationGovernment,1038,0.060863058,0.286602162,18.18181818,Russian Federation,Government,2011
2007KyrgyzstanHousing,0,0,100,2011Russian FederationPersonal Transportation,1704,0.191688378,0.448482141,0,Russian Federation,Personal Transportation,2011
2007KyrgyzstanPersonal Transportation,0.091018727,0.44158776,0,2011Russian FederationServices,1371,0.782466631,0.675907622,25,Russian Federation,Services,2011
2007KyrgyzstanGoods,0,0,0,2004RwandaFood,706,-0.569146197,0.136971284,0,Rwanda,Food,2004
2007KyrgyzstanServices,-0.042632583,0.467847222,0,2004RwandaGovernment,1039,0.291464658,0.383194926,36.36363636,Rwanda,Government,2004
2007KyrgyzstanGross Fixed Capital Formation,0,0,0,2004RwandaPersonal Transportation,1705,0.340633496,0.883493249,33.33333333,Rwanda,Personal Transportation,2004
2007KyrgyzstanGovernment,0.166346519,0.306238402,0,2004RwandaServices,1372,-0.699430819,0.1795183,37.5,Rwanda,Services,2004
2007Rest of Former Soviet UnionFood,0.018429235,0.195878905,2.539505356,2007RwandaFood,707,-0.362461434,0.154636987,0,Rwanda,Food,2007
2007Rest of Former Soviet UnionHousing,0,0,100,2007RwandaGovernment,1040,0.374747508,0.418617249,27.27272727,Rwanda,Government,2007
2007Rest of Former Soviet UnionPersonal Transportation,-0.058225097,0.37550759,4.232508926,2007RwandaPersonal Transportation,1706,0.405945532,0.889004047,33.33333333,Rwanda,Personal Transportation,2007
2007Rest of Former Soviet UnionGoods,0,0,0,2007RwandaServices,1373,-0.716585064,0.17654534,37.5,Rwanda,Services,2007
2007Rest of Former Soviet UnionServices,0.37117176,0.515541956,7.935954236,2011RwandaFood,708,0.476562799,0.227240234,0,Rwanda,Food,2011
2007Rest of Former Soviet UnionGross Fixed Capital Formation,0,0,0,2011RwandaGovernment,1041,0.3250402,0.346228478,9.090909091,Rwanda,Government,2011
2007Rest of Former Soviet UnionGovernment,1.19051842,0.499609868,39.57112248,2011RwandaPersonal Transportation,1707,0.22992186,0.453308124,0,Rwanda,Personal Transportation,2011
2007ArmeniaFood,0.140236788,0.198099423,0,2011RwandaServices,1374,-0.853307284,0.275798798,12.5,Rwanda,Services,2011
2007ArmeniaHousing,0,0,100,2004Saudi ArabiaFood,709,0.406276065,0.21801986,0,Saudi Arabia,Food,2004
2007ArmeniaPersonal Transportation,0.140612678,0.445763233,0,2004Saudi ArabiaGovernment,1042,0.183454177,0.242204169,9.090909091,Saudi Arabia,Government,2004
2007ArmeniaGoods,0,0,0,2004Saudi ArabiaPersonal Transportation,1708,-0.080224456,0.005361636,33.33333333,Saudi Arabia,Personal Transportation,2004
2007ArmeniaServices,0.427077564,0.545435627,0,2004Saudi ArabiaServices,1375,-0.178848213,0.261959144,50,Saudi Arabia,Services,2004
2007ArmeniaGross Fixed Capital Formation,0,0,0,2007Saudi ArabiaFood,710,0.36693849,0.216866807,0,Saudi Arabia,Food,2007
2007ArmeniaGovernment,-0.084509308,0.257543373,0,2007Saudi ArabiaGovernment,1043,0.016534413,0.165857143,18.18181818,Saudi Arabia,Government,2007
2007AzerbaijanFood,0.026432953,0.186968479,0,2007Saudi ArabiaPersonal Transportation,1709,-0.06921694,0.00615051,33.33333333,Saudi Arabia,Personal Transportation,2007
2007AzerbaijanHousing,0,0,100,2007Saudi ArabiaServices,1376,0.402627688,0.479895034,12.5,Saudi Arabia,Services,2007
2007AzerbaijanPersonal Transportation,-0.147824647,0.000516944,33.33333333,2011Saudi ArabiaFood,711,0.421401703,0.221819833,0,Saudi Arabia,Food,2011
2007AzerbaijanGoods,0,0,0,2011Saudi ArabiaGovernment,1044,0.032394669,0.190962284,27.27272727,Saudi Arabia,Government,2011
2007AzerbaijanServices,0.389853084,0.54120287,0,2011Saudi ArabiaPersonal Transportation,1710,-0.039204013,0.008301442,33.33333333,Saudi Arabia,Personal Transportation,2011
2007AzerbaijanGross Fixed Capital Formation,0,0,0,2011Saudi ArabiaServices,1377,0.561801756,0.573521336,0,Saudi Arabia,Services,2011
2007AzerbaijanGovernment,-0.127831467,0.171173782,9.090909091,2004SenegalFood,724,-0.538109048,0.139408357,0,Senegal,Food,2004
